"ID","Fecha","Sexo","Edad","Nivel_estudios","Experiencia_inversion","Intencion_ahorro","Pretest","Postest_1","Postest_2","Ansiedad","Bienestar","Intencion_compra","Necesidad_cognicion","Resiliencia","Planificacion","Confortar","Neuroticismo","Nomofobia","SARIMA_serie","ARIMA_serie","ETS_serie","GARCH_serie","VAR_serie_1","VAR_serie_2","VECM_serie_1","VECM_serie_2"
105,2024-07-22,"Mujer","18-22","Bajo","No","Bajo",7,9,11,31.6,70,73.8,33.6,49.7,11,24.9,29.4,70,60.1350392202843,111.378354901404,35.365397057616,1.58044173920975,50.2088011632837,39.206157226932,34.3158263445113,22.4229539648387
106,2024-07-22,"Mujer","28-32","Alto","No","Medio",9,10,10,19.6,70,64.8,50.1,50,19.5,25.8,27.5,48.3,59.1957985622588,111.363992279177,36.140451426932,1.39027956786881,50.2163465910913,40.0166021688714,35.7604527908206,22.7599249562399
107,2024-07-23,"Mujer","28-32","Bajo","No","Bajo",7,8,9,26.9,70,65.2,40.6,50,16.3,26.7,33.6,57.5,60.7359718625474,111.623241638918,38.2856822701924,-0.131635206810243,50.9289722323363,38.6767467118097,36.3798053764718,23.3983601013489
108,2024-07-23,"Hombre","23-27","Medio","No","Bajo",9,11,11,33,70,78.8,41.7,50,13.2,27.9,29.9,62.1,61.1502201768309,112.333309270433,35.9457799654336,1.55132641367087,49.726605703036,37.4084223901936,36.2021709741362,22.6999010275063
109,2024-07-24,"Hombre","38-42","Alto","SI","Alto",9,10,11,19.1,70,60.1,39.5,50,22,16.8,29.4,56.8,60.6634115476241,113.251335140202,40.9124591966616,-0.663074868818062,49.0272315097762,38.5572874922948,35.0964696111015,22.7263839429539
110,2024-07-28,"Hombre","28-32","Medio","No","Bajo",10,11,12,43.8,70,73.7,47.4,45.1,17.9,25.3,36.5,68.1,63.4141181363567,111.515054189076,43.1818821662384,0.213123029752043,47.6877398686542,38.7941037139872,34.6062517906201,21.7936765218888
111,2024-07-28,"Hombre","18-22","Medio","No","Medio",10,12,12,31,70,63.1,40.4,44.9,18.5,26.1,34.1,55.5,60.9060669472285,108.92721464174,45.145244040769,1.79435729376212,46.6063341366332,37.5782461577318,33.5176976372439,21.5801894833223
112,2024-07-29,"Mujer","18-22","Medio","SI","Medio",8,8,8,10,70,73.5,50.3,50,18.3,19.7,26.4,56.4,63.4171270037727,110.058542553458,40.4750465569251,-0.0963328687490539,48.6390740804198,38.2009470850837,34.455190776884,21.3832255018627
113,2024-08-01,"Mujer","23-27","Medio","No","Bajo",9,11,12,28.5,70,72.1,37.8,50,21.1,27.7,32,64.8,62.9435099047409,110.339282117121,39.4772174635486,-1.27298631429255,47.53207093425,39.1383180643682,32.9128695852159,20.5924041578817
114,2024-08-02,"Hombre","23-27","Alto","No","Alto",10,11,12,20.2,70,68.6,60.8,50,22.3,18.1,27,53.2,63.7026966439174,111.334045298406,42.0901422433957,0.00725247886343812,47.3900366104694,38.402630694519,33.2679976252997,21.7910227217039
115,2024-08-05,"Mujer","28-32","Medio","No","Bajo",10,11,11,48.3,65.8,71.6,47.4,41.3,11.2,37.7,42,54.4,64.1655538073559,112.330316922365,31.9843017481339,-0.511846600206949,47.2473057522635,36.6014390107796,32.8853254104989,20.0681762316402
116,2024-08-05,"Hombre","28-32","Bajo","No","Bajo",11,10,12,33.5,70,72.8,33.7,47.9,17.5,22.7,36.8,64.5,63.0176273000236,111.545772391154,35.957411018056,-2.37720773770597,46.8594086566271,36.859950567686,34.2574068584015,21.8317500518561
117,2024-08-06,"Mujer","38-42","Medio","No","Bajo",8,9,10,28.6,70,56.6,45.4,50,17.2,20.9,30.5,47.1,63.5137619834636,109.277956866243,37.512271246261,0.746821692930222,48.0095148879329,37.9009842307875,34.8574052861906,21.7761466398933
118,2024-08-11,"Hombre","38-42","Alto","No","Bajo",7,9,11,22.4,70,62.6,53.8,45.6,19.9,24.5,40.3,48.1,62.6638238623049,108.993967963942,36.0391332929829,-0.378082311126231,48.6905767677559,36.9547789716746,33.5440585040595,21.6656788348235
119,2024-08-11,"Mujer","23-27","Medio","No","Bajo",8,9,11,26.4,70,68.3,48.9,50,15,24.1,34.3,66.3,62.9056462201915,110.536285603417,37.021911518795,-0.868107303407319,49.3334561172108,37.7022395633076,32.7765093488828,20.8749895154841
120,2024-08-17,"Mujer","28-32","Alto","No","Alto",7,10,10,30.5,70,67,62.3,50,20.1,20.2,28.9,63.4,60.1048829796755,111.60342859837,39.9744249564614,1.00260736330262,49.5094471919383,37.7758063833731,31.811411585601,19.4545666295464
121,2024-08-22,"Hombre","18-22","Medio","SI","Alto",9,12,12,40.6,70,70,59.3,48.8,26.4,18.7,38,65.7,60.7458025915601,111.785670432853,42.1058289933745,0.255430891656411,48.1948874048503,38.6227115950905,31.0704383593003,18.7829383227229
122,2024-08-23,"Mujer","28-32","Medio","No","Alto",6,7,8,22.7,70,55.5,38.1,50,16.3,18.3,25,61.8,60.6049892054015,113.034765320051,41.5669377363888,-0.153135743524417,50.5795369286875,39.0844788537179,30.6153693886776,18.2246529518333
123,2024-08-25,"Mujer","38-42","Alto","No","Alto",9,11,11,15.8,70,72,55.6,50,22.8,15.9,28.2,39.5,59.204001350305,113.156784169597,46.8640541327678,1.10849843225358,48.9867989612141,41.2845566191615,30.820447140502,18.5435090368369
124,2024-08-28,"Hombre","23-27","Bajo","No","Bajo",9,9,12,32.7,70,77.5,32.1,50,16,20.6,33,68.5,57.8702092861147,113.021382075233,46.1718652027701,0.000820335344579931,49.5816667747205,41.2167993119739,31.5043435836823,20.2617487415849
125,2024-08-29,"Mujer","28-32","Bajo","No","Bajo",6,8,10,18.3,70,70.9,35.4,50,13.6,24.7,15,59.7,56.2954415042545,113.051771466601,42.3214291991441,-0.212424044286306,50.6493032995319,40.5630259446006,30.4108772543705,18.8789226143413
126,2024-08-30,"Hombre","28-32","Bajo","No","Bajo",7,8,9,34.2,70,72.1,29.1,50,16.8,26.4,28.8,67.2,56.1912210000913,113.95115689004,40.9298287655515,-0.0713361478628438,50.813222830257,42.1305365628382,31.6861809246019,18.8367803401042
127,2024-09-03,"Mujer","23-27","Alto","No","Medio",7,9,10,30.1,70,74.9,47.2,49.2,19.1,20.8,27.4,56.2,55.5084707964514,114.18603499633,37.8379076273724,0.570116389586113,50.9046536918194,41.5699640565881,30.390191094257,18.2277300790639
128,2024-09-05,"Mujer","23-27","Alto","No","Alto",10,11,11,31.3,70,81.4,52.6,45.8,18.1,23.5,25.4,60.5,54.5650463989124,113.477633919962,36.9281811349454,0.369393598591596,50.1013482040253,41.6420439628914,33.4326114671346,19.9398460289347
129,2024-09-10,"Hombre","23-27","Bajo","No","Bajo",9,10,10,25.1,70,68.8,44.1,50,13.1,23,27.8,59.5,54.0605716430946,112.747708144234,37.7419289834719,1.16589755677979,49.6353568819235,41.1460664842516,31.8873278047361,18.7832769801704
130,2024-09-11,"Mujer","23-27","Medio","SI","Alto",8,10,10,14.2,70,69.7,50.7,50,22.6,22.2,28.5,69.6,53.1855033997362,112.781610324838,35.8577114190029,-1.24962288863946,49.7234925253951,40.7987309376405,31.9431320693477,18.8823814504829
131,2024-09-12,"Hombre","28-32","Bajo","No","Bajo",10,11,12,24.9,70,66.6,39.5,50,14.3,24.1,25.3,52.5,52.437025553749,112.305093933329,37.730539934503,-0.36995101530836,47.8750537110214,40.7159979717984,31.9110673688382,19.1480958267389
132,2024-09-14,"Hombre","18-22","Bajo","SI","Bajo",7,10,9,18.9,70,80,46.2,50,16.4,22.9,26.6,59.6,50.4840060011711,114.275132850718,41.4341079173052,0.481702215569673,49.1767656578758,38.7670170157065,31.1555797022337,16.9375386883209
133,2024-09-16,"Hombre","33-37","Bajo","No","Bajo",8,9,10,14.4,70,48.4,34.2,50,15.6,15,27.3,58.8,50.1727438894339,112.924281403493,43.2809381742114,0.092334866182918,49.1681644807702,38.9939789999905,30.0231984612456,17.7135252006392
134,2024-09-17,"Hombre","23-27","Alto","No","Medio",5,8,9,39.2,70,71.9,52.8,50,19.2,22.5,30.6,59,50.0393358771591,113.028415704069,42.7405281658471,0.429851608495558,51.244681604971,38.1845235382353,29.0185316829453,17.1832188590989
135,2024-09-19,"Hombre","28-32","Alto","No","Medio",10,12,11,28.8,70,55.8,48,50,23.1,22.7,29.9,48.7,50.4192973174286,114.07852137085,46.6781406517049,1.48999980567018,49.1730764196784,39.8933348246348,29.2425929250347,15.8504065535859
136,2024-09-20,"Mujer","38-42","Medio","No","Medio",7,8,10,35.9,70,61.5,41,50,21.3,16.3,31.5,49.5,49.7710746576584,112.943036854327,48.9200590096356,-0.0343617657158213,50.4162555981927,41.2327359403706,28.7432876320518,17.055357611749
137,2024-09-22,"Hombre","18-22","Medio","No","Medio",7,8,9,29.5,70,57.8,50.5,50,18.1,16.2,30.1,67.2,49.3131478755348,113.224104924748,47.9106017386983,-0.672601703749416,51.0025096660092,42.1365960181959,28.9442287020419,16.4493648074868
138,2024-09-23,"Hombre","23-27","Bajo","No","Medio",8,10,12,10,70,57.1,46.8,50,20.8,26.4,27.8,65.6,49.8279821785562,112.173501077585,42.6648852871361,-0.482805939758315,49.5767171452878,41.1331569743281,27.3609725818762,16.6446899093603
139,2024-09-24,"Mujer","23-27","Bajo","No","Bajo",9,10,11,19,70,60.8,31.7,50,11.8,24.3,22.6,62,49.642669759951,112.054032316022,37.0263360325149,0.169916197981398,48.8293979015809,40.6475111785734,28.2112812236743,15.465823008536
140,2024-09-24,"Mujer","23-27","Medio","No","Medio",8,8,10,18.8,70,64.9,56.6,50,21.4,17.9,23.8,70,49.2181445237314,111.943836757182,33.6721592796312,-1.23395324648592,49.9089941862503,40.9717933127942,29.004487718601,17.4720657910489
141,2024-09-29,"Mujer","18-22","Bajo","No","Bajo",8,10,9,11.5,70,60,25,50,11.5,14.9,29.4,61.2,47.3680250700726,114.256688538706,39.7891910148033,-1.18413248654741,50.1499047082592,41.1406723174354,30.2422291506089,16.0447486016495
142,2024-10-01,"Mujer","23-27","Medio","SI","Medio",7,8,10,12.6,70,74.8,43.1,50,19.4,21.6,22.8,59.3,48.7473086567249,115.561241084844,38.4515345398865,-1.04258376841679,50.7512974902099,40.4023494895038,28.4081072823215,16.605124732174
143,2024-10-02,"Hombre","18-22","Alto","No","Medio",9,10,11,10.9,70,65.6,53.3,50,19.4,19.5,29.9,57.5,48.7207822932997,116.358932857548,39.5174699128915,1.28002793649582,49.4838876177631,40.2600367247741,27.5021783267899,15.1648528444143
144,2024-10-03,"Hombre","33-37","Alto","SI","Medio",9,11,11,24.3,70,59.9,47.1,50,16.2,14.6,31.5,47.9,48.4908697706876,114.316642501566,40.259064449083,1.12696036664315,48.5736913923852,41.0105938977842,27.3698748034347,14.428250657233
145,2024-10-04,"Hombre","33-37","Bajo","No","Bajo",7,8,10,11.7,70,71.6,38.9,50,18.5,24.3,24.1,65.5,50.0297043673099,114.683804512296,44.1890026817348,1.9006434562572,49.9546165825776,42.2705490907962,27.4528300798734,15.6358428411767
146,2024-10-10,"Mujer","28-32","Bajo","SI","Bajo",8,10,10,39.2,70,71.9,37.6,48.2,17.7,21.3,31.5,54.6,49.5304062933234,115.615061660951,47.5463759161036,-0.491207325378833,50.3613645330055,40.6914157209566,27.77962618901,14.8701377259208
147,2024-10-10,"Mujer","18-22","Bajo","No","Bajo",6,8,9,23.8,70,62.8,25,50,14.3,21.2,24.5,61,52.9717627550531,115.468318765498,45.6826413335932,0.511484191057035,51.2703157817266,39.5657535464013,25.6718670604498,13.4422644651484
148,2024-10-14,"Hombre","28-32","Bajo","No","Bajo",5,7,9,23.3,70,53.9,32.6,49.2,11.6,22.3,30.9,53,51.5631036857739,117.069516034893,42.8535375374839,0.0358351411799502,51.9079740595035,39.1426431092155,24.2165719879502,12.6840404580553
149,2024-10-15,"Hombre","23-27","Alto","SI","Alto",7,9,10,10,70,57.6,50.3,50,22.3,20.1,19.2,70,53.2480251176035,116.987781519683,46.6937879475373,0.551630751289332,51.7954449380805,39.0214655659467,25.6735607708975,13.330860210735
150,2024-10-16,"Mujer","18-22","Medio","No","Alto",8,8,9,15.8,70,56,38,50,17.7,18.9,25.4,70,54.3535186899744,115.134332645275,40.4644236143743,1.94471926447596,51.9076079660589,38.0136007053398,26.2267926192485,14.0777502321902
151,2024-10-17,"Hombre","23-27","Bajo","No","Bajo",7,9,11,10,70,66.8,40.5,50,18.8,14.1,29.6,64.2,56.0342160658119,115.247260121475,41.0482117510445,-2.27531060907566,51.0127625893427,41.1567002756165,25.6453119397813,13.7582419746866
152,2024-10-20,"Mujer","28-32","Bajo","SI","Bajo",9,11,12,28.3,70,73.7,31.6,50,12.9,25,34.6,52.1,56.183890917169,115.717201024618,37.18666945271,2.50422418957075,50.166322281795,41.500061653752,25.9713750961727,13.4578422327073
153,2024-10-21,"Hombre","18-22","Bajo","No","Bajo",8,9,10,19.2,70,76.4,36.1,50,19.5,24.2,30.7,70,58.3532724485864,116.518156946746,41.2155750142196,-0.489049325539551,49.8829186928013,40.4032835348231,25.3522749251181,13.0293262448879
154,2024-10-22,"Hombre","33-37","Bajo","SI","Bajo",10,10,11,26.5,70,59.4,38.9,50,18,22.1,24.9,42.1,59.6399473661287,116.853446159112,38.471021198515,-0.956617654660035,49.5080184943177,39.9566032659154,27.3081873964087,14.3376170733955
155,2024-10-23,"Hombre","28-32","Alto","SI","Alto",8,9,12,21.7,70,61.8,63.6,50,25.9,19.2,21.3,52.7,60.9416386947757,116.128164315072,42.1483805468528,1.82646969236401,49.8185821921382,38.4073838848077,27.1901147454906,15.8867375060246
156,2024-10-28,"Hombre","23-27","Bajo","No","Medio",7,7,9,19,70,72.9,34.2,50,16.9,26.7,29.3,69.9,60.1596112622407,115.023103064351,43.488161348928,-1.33109462017317,50.2231981959509,39.2203687745107,26.1219105861482,14.2795102399502
157,2024-11-01,"Hombre","28-32","Bajo","SI","Bajo",5,8,8,21.3,70,66.2,48.5,50,12.7,14.5,32.1,63.5,60.0289982875316,115.748579629826,43.9452131986333,-1.36003250212037,51.4930848367426,39.5201864711278,26.0621822272194,12.4464499876212
158,2024-11-03,"Hombre","23-27","Alto","No","Alto",8,9,10,27.9,70,62.3,65.2,47,17.6,17.4,32.3,48.3,61.0665174081037,114.479266585824,47.9582738170554,-0.50829070409096,50.7533476553437,41.2697805814897,24.8793895703441,12.6874036531144
159,2024-11-03,"Mujer","23-27","Medio","No","Medio",10,10,11,27.1,70,65.9,33.4,48.5,16.4,21.9,32.1,53.3,61.8484209954513,114.03186531262,48.8056172974854,-0.412300166875444,49.8462415542626,42.1885987593276,25.9523445440917,13.6652209093433
160,2024-11-04,"Hombre","18-22","Bajo","No","Medio",6,9,11,20.5,70,69.1,25,50,10,22.9,32.8,62.4,62.8325872688904,116.621224868211,50.8715904031042,-1.27815326715085,51.2048970255202,41.2736662585049,25.6878727928676,13.9103845288502
161,2024-11-04,"Mujer","33-37","Bajo","No","Bajo",9,8,10,15.2,70,48.4,33.1,50,16.2,15.7,23.2,52.8,63.353654871596,116.698301448986,48.6816502996613,-0.964625526916641,50.5759615715449,40.7125594764658,25.4477729207592,13.5565787630059
162,2024-11-04,"Hombre","23-27","Bajo","No","Medio",8,10,10,23.1,70,67.2,30,50,13.2,15.3,37.2,56.5,64.7105212843245,117.659411006962,45.1827282622953,-0.784618650360256,50.5388751811591,39.1951658916612,27.1667095775863,13.9921144193034
163,2024-11-05,"Hombre","33-37","Alto","SI","Alto",8,10,11,19.1,70,76.3,55.2,50,23.7,14.1,31.2,46.3,65.1948649009242,117.533574312397,43.5248360315809,-1.41612633354391,49.0402534418582,40.8477773119446,25.1364451456309,12.5922371460433
164,2024-11-05,"Hombre","18-22","Medio","No","Medio",8,10,10,14.2,70,77.9,33.2,50,15.9,22.5,34.1,65.8,66.0869934938734,116.081634226665,37.2930931933688,1.115826897268,49.3290934236237,42.828024321259,26.5800176117268,12.7722758857683
165,2024-11-08,"Hombre","33-37","Alto","No","Medio",8,10,10,26.7,70,66.1,57.1,50,18.3,24.4,26.3,40.8,67.3172490155251,115.578765957593,37.5329278233743,-0.370892750630898,50.3170401504176,41.9237177101866,26.9487391540322,12.904329327636
166,2024-11-10,"Hombre","38-42","Bajo","SI","Medio",7,9,8,39.8,70,73.4,44.4,46.8,18.8,20.2,43.3,49.1,65.4783626963123,115.842653888883,41.5845039010743,-0.635031133615501,51.5414822003274,41.6446267295944,27.3646713346957,12.7964825046103
167,2024-11-10,"Mujer","23-27","Bajo","SI","Bajo",7,8,8,33.6,70,72.9,34,50,16.5,16.8,25.9,66.5,65.7895404690919,114.590157949848,38.8943233182463,-0.870385008184166,51.977822560821,40.8761379306898,26.4902339336959,12.6421791566904
168,2024-11-11,"Mujer","28-32","Medio","No","Bajo",7,9,8,29.7,70,62.2,49.6,50,20.3,29.7,29.4,53.5,67.2841760616494,116.180712335186,42.3349000684934,-1.27383337484158,51.8271752661538,39.8751426307184,26.869205430144,12.3816279241626
169,2024-11-11,"Hombre","38-42","Bajo","SI","Bajo",8,8,9,20.4,70,73.1,25,50,10,23.8,22.3,52.1,65.4519691645379,117.700996475035,43.2717472199212,-0.114563827316043,51.5748808750422,39.165853292664,27.1757361480485,13.8772582047978
170,2024-11-12,"Hombre","23-27","Bajo","No","Bajo",10,11,12,20.4,70,73.7,42,50,15.9,23.7,28,59.7,63.7606129081333,118.045061274048,50.1423431564482,1.62836038552713,48.7391263882799,42.9603508251259,26.9863439212312,13.7028282785821
171,2024-11-16,"Mujer","23-27","Bajo","SI","Bajo",6,8,10,23.1,70,57.8,31.8,47.2,10,15.1,32.4,48,64.4315278038071,116.815373642271,50.9290485803815,2.01990293852467,50.3653640883681,40.8478629571198,25.5335643735111,12.9972168802288
172,2024-11-16,"Hombre","18-22","Medio","No","Bajo",9,10,11,36.2,70,70.2,37.6,48.4,14.8,20.2,34.4,54.5,64.3937314650881,117.186556524576,47.0461529860779,-0.51893801919855,49.7538308871427,40.3633460397023,25.2227956195157,12.3403208592905
173,2024-11-17,"Mujer","23-27","Medio","No","Bajo",7,9,11,28.5,70,73.4,47.3,50,18.3,23.2,29.9,64.1,65.2287244246755,115.521193935016,46.058272493752,-0.408818369686887,50.1253700698992,39.6209302969409,23.2669115025066,11.7585426903494
174,2024-11-19,"Hombre","28-32","Alto","No","Alto",9,10,11,26.5,70,74.7,50.9,50,21.1,16.8,28.4,56.6,64.1361887331465,113.820379639965,41.5500976348829,-1.16184183193966,49.1354014434706,40.4149863997493,24.5940609874246,11.7654290907271
175,2024-11-20,"Mujer","28-32","Bajo","No","Bajo",8,10,10,40,70,64.7,31.6,46,10,28.4,37.5,51.3,63.123837304957,116.372946304637,38.9613811834168,0.247489279987728,48.5686852383918,40.2005574792796,23.2303515069652,9.82451439738017
176,2024-11-20,"Mujer","23-27","Bajo","No","Bajo",11,12,12,21.8,70,57.7,32.4,50,15.1,16.7,26,58.6,60.2533809227336,117.785384432329,37.0411271117995,0.0647005801526444,47.2103853620339,39.2105122443404,23.030665829129,10.5601159973211
177,2024-11-20,"Mujer","23-27","Bajo","No","Medio",7,9,10,21.3,70,75.2,32.4,49.2,17.4,25.9,25.5,62.2,60.2912884965992,119.168353942064,37.3709156855471,1.02043804063718,48.1582101905246,38.3458475941196,19.9479687829515,7.50196392439417
178,2024-11-21,"Hombre","23-27","Bajo","No","Bajo",9,9,10,25.9,70,63.7,36.7,50,16,22.2,30.1,61.5,60.1572576954681,116.19669787938,39.761952896615,-0.381461352448565,48.9309509754262,39.2949695779449,22.2313592112793,10.0380943407249
179,2024-11-22,"Hombre","23-27","Alto","No","Medio",7,9,11,16,70,62.9,56.3,50,19.5,23.3,20.3,53.7,59.347647322275,117.439484859214,38.6358230567685,1.86248140263327,49.4448584118003,40.3205359130887,21.1065786853165,9.6082429157033
180,2024-11-23,"Hombre","18-22","Medio","SI","Medio",11,12,12,20.9,70,64.3,48.9,44.6,18,20.8,31.6,67.9,58.9361478724109,120.110681303721,45.3822926705981,0.187221131362661,47.5274190996639,39.8618683616407,21.6284493405154,9.27835536414144
181,2024-11-23,"Mujer","23-27","Medio","SI","Alto",7,9,10,23.5,70,57.5,52.8,50,21.2,21.5,23.7,46.5,58.1732297335901,119.755381648185,43.7163711206552,-0.631500378656571,49.4273134533197,39.891656758562,21.0587783688071,8.6724224599606
182,2024-11-25,"Hombre","28-32","Medio","SI","Medio",7,9,10,20.2,70,62.9,48.9,50,21.3,16.3,30.6,49.5,56.0288644266279,118.372074583019,48.9690969111425,0.289187703942804,50.1488074419172,41.49249269797,21.3065367280195,9.07001331167651
183,2024-11-25,"Hombre","18-22","Bajo","No","Bajo",6,9,9,14.4,70,66.4,41.5,50,18.6,18.3,27.1,59.1,56.3994131884614,117.709479539577,48.6522091771235,-1.62512179251011,51.2802975019038,42.7734549998865,20.2164273680776,7.58570174540604
184,2024-11-29,"Hombre","23-27","Alto","No","Alto",10,10,12,20.9,70,71.6,61,50,21,17.4,27.6,63.8,57.1450986119175,117.939306713696,42.7927900807752,1.11407022319841,48.8973579662369,41.6899336043694,18.9961402348175,7.67763407224869
185,2024-11-29,"Hombre","23-27","Bajo","No","Bajo",9,9,11,24.8,70,76.1,38.5,50,12.6,21.8,24.4,58.5,55.6163446682986,118.655141642162,49.4247488262926,-0.15887146495875,49.8265665479539,39.3318822356735,21.3930742211499,9.60361348953399
186,2024-12-01,"Hombre","23-27","Medio","No","Bajo",8,10,11,28.2,70,62.7,45.6,50,15.2,24.6,30.9,54.6,53.6690289425916,120.433642387859,43.496910700846,-1.40532017488912,49.6597103598215,41.2098951553132,21.7246816498528,8.87066213515668
187,2024-12-02,"Mujer","28-32","Alto","No","Medio",6,7,9,40.6,70,49.3,47,50,18.9,22.4,26.9,48.5,51.4553743957615,120.319857706336,44.4534517052052,-0.585790452787156,51.4981113508986,40.7082515253988,22.1144158402381,9.36999206701887
188,2024-12-04,"Mujer","33-37","Bajo","SI","Bajo",9,10,11,18.7,70,80,41.5,50,12.8,19.2,29.8,52.7,53.3628019335144,118.171325231429,37.0934638778757,0.384146925391391,49.753082059524,40.2947914097345,22.6782978344992,9.85184256160833
189,2024-12-05,"Hombre","18-22","Medio","No","Bajo",9,9,12,22.1,70,66.1,36.4,50,10.7,18.3,25.7,69.3,52.361520656083,118.229179027466,38.3380409881836,0.605781112053757,48.9231139037722,40.3457284938051,22.1781481696363,10.0919052752849
190,2024-12-11,"Mujer","28-32","Medio","SI","Medio",7,8,9,20.9,70,61,55,50,19.5,18.9,34.9,53.8,50.6903428456945,120.138371877791,41.2704490883549,2.1211053020926,50.0318802901759,38.5053220398027,22.0166183670772,8.92694495101143
191,2024-12-13,"Hombre","18-22","Medio","No","Bajo",8,11,10,31.3,70,71.2,42.5,47.8,13,18.5,29.9,66.1,51.5095975666614,120.957940519857,41.6137954134224,0.686546082219926,48.9167412272105,40.0114844905771,21.7511405886911,7.61223237306284
192,2024-12-18,"Mujer","28-32","Alto","No","Medio",8,9,11,29.3,70,62.4,44.5,50,19.7,22.4,30,45.9,51.0939827024744,119.376731550767,42.0846527393864,0.451880396943685,49.5880215965032,40.5146674029289,19.9959608834269,8.02038158783637
193,2024-12-20,"Hombre","33-37","Bajo","No","Bajo",11,12,12,12.3,70,77.4,36.1,50,15.3,20.9,23,60.3,50.1266852485523,120.044281598845,46.464023540118,-0.623348034437192,47.4505204631295,40.8245729776058,20.9313639720005,7.32725258384928
194,2024-12-21,"Hombre","28-32","Bajo","SI","Bajo",8,10,12,16.5,70,67.3,39.3,50,12.1,22.7,17.3,62.5,51.4119118546849,119.885810927459,47.8055363411215,0.899827664555722,48.4688514067395,39.3668179729779,20.2427901644013,8.32648452161487
195,2024-12-21,"Hombre","28-32","Alto","SI","Alto",7,9,11,41.3,70,56.2,48.7,45.1,13.6,22.9,35.5,49.8,53.3452956974306,120.390667205494,49.9445523544351,-2.47431436091775,48.7857262934592,39.457349988441,18.9234418500718,6.63356655438682
196,2024-12-22,"Hombre","33-37","Bajo","No","Bajo",9,10,11,19.6,70,63.1,32.5,50,18,24.1,25.5,55,52.5469663255137,120.175859305096,48.5148374973318,-1.22802760997195,48.2500617624139,37.9112714835964,18.5262852943078,6.36428628746965
197,2024-12-22,"Mujer","38-42","Bajo","SI","Bajo",9,11,11,32.2,70,61.6,25,50,12.2,25.6,29.4,58.1,51.0052820343239,120.414843329509,45.2296710231382,-2.47211722006246,47.8979088923037,37.7187921178583,20.6141352958185,6.98515600077226
198,2024-12-23,"Hombre","18-22","Bajo","SI","Bajo",5,7,7,10.2,70,76.6,37.1,50,16.9,17.3,26.3,70,53.877501853671,120.778719344376,43.8512622649135,0.468773317249325,50.5579640142689,39.9230121276045,17.5363742850585,4.33628250723068
199,2024-12-24,"Mujer","18-22","Medio","No","Medio",8,10,11,22.1,70,65.1,59.5,50,22.2,26.3,37.6,70,54.489895973549,120.591430228647,44.6931787576479,1.51905761346816,50.3620296232309,38.4085095841972,18.7762934402777,6.0309344731678
200,2024-12-26,"Mujer","33-37","Bajo","SI","Bajo",6,8,9,28.3,70,55.5,35.6,50,10,19.9,28.6,49.7,57.1773012601806,120.16595625708,42.4149442990671,0.993635186761806,51.2363399856381,39.6188097774036,16.681851497507,3.84543417692571
201,2024-12-27,"Mujer","23-27","Bajo","SI","Bajo",6,7,9,18.5,70,68.9,34.5,50,14.5,23.5,33.4,65,56.8072344573057,119.889635406854,43.2287942230724,-0.20523878048011,52.206459377189,40.7623966803229,17.3370177970025,5.62791185421708
202,2024-12-31,"Hombre","23-27","Bajo","No","Bajo",8,9,10,20.6,70,70.8,37.7,50,13.9,22.1,21.6,55.8,57.4455008899924,119.410980587501,44.3926140889009,0.27147416408745,51.1805743927184,38.9753267672418,16.8943119811531,4.5842486538679
203,2025-01-02,"Hombre","28-32","Bajo","No","Bajo",8,11,10,18.1,70,61.6,45.3,50,20.3,10,25.7,60.8,57.3952830848586,119.163519458687,46.0069381934777,-0.0229365661113299,50.8394975085221,38.651706005392,18.8873776527019,5.06772710681206
204,2025-01-04,"Mujer","18-22","Medio","No","Medio",8,9,9,25.6,70,63.2,53.6,44,22.7,23.4,32.5,59.1,59.5481261757588,119.54361895901,47.265809036514,0.595335078551448,50.6832162730457,39.2580176303336,17.0035608401443,3.91722174738479
205,2025-01-05,"Mujer","23-27","Bajo","No","Bajo",8,8,10,20.8,70,82,25.9,50,14.8,26.9,28.4,53,59.7320605153903,121.119401529016,48.469455511801,1.38426901491004,51.268811495883,40.4190269322139,17.8827271706622,5.7921526805562
206,2025-01-05,"Mujer","18-22","Bajo","No","Bajo",6,7,7,15.3,70,76.3,28.7,50,12.9,19.4,24.9,61,63.0049577316032,120.682648095583,49.3655477831521,-1.36129279536092,51.9455675018643,40.2113063929365,18.8975868382486,5.24699131923617
207,2025-01-06,"Hombre","18-22","Bajo","No","Bajo",9,11,12,29.7,70,71,43.3,50,14.7,24.3,32.1,60.8,61.5828221140107,120.688067246346,52.1669108642602,-0.188891453789276,49.5960437929555,39.6281323442846,16.4103614896032,4.5513038153519
208,2025-01-06,"Hombre","18-22","Alto","SI","Medio",8,8,10,20.8,70,59.9,50.7,50,21.1,11.2,25.2,63.1,61.822536948477,118.533802031266,50.5853883387183,0.445923635412062,49.5810004184632,41.1768491945765,16.1241900195895,3.86440031710361
209,2025-01-06,"Hombre","33-37","Alto","SI","Medio",7,9,9,39.1,70,67.4,43.8,47.9,21.3,20.6,31.7,51.6,64.1479586694932,119.299993804038,50.7712931613896,3.28944302082417,50.3461485102878,40.1155958160941,17.1316778798458,4.13732110939105
210,2025-01-11,"Mujer","23-27","Medio","No","Medio",9,11,11,13.2,70,61.6,39.7,50,16.7,15,19,64.6,66.1180611821946,120.268059664749,50.6822763776068,2.73627178416067,49.6569933081834,40.153484561679,16.2658280015919,3.11914023219706
